weight,age,height,size,BMI,weight_age_ratio,height_age_ratio
-0.08419052693495985,-0.7844701759796641,0.8607312017079464,XL,-0.5501742503968259,0.5239211130578546,0.7941934013234089
-0.35593288059286293,-0.01312481411058588,0.22969196136000064,L,-0.4957482231215573,-0.3860319919966623,-0.205802449310018
-0.17477131148759423,-0.2059611545778554,-0.08582765881397048,M,-0.1388520679007686,-0.13772917950249156,-0.07504836442652982
0.18755182672294327,-0.8808883462132988,1.1762508218819174,L,-0.4525780263284933,0.8312337489415573,1.0071137328328634
-0.08419052693495985,0.8546387179921271,0.8607312017079464,M,-0.5501742503968259,-0.7993077329006826,-0.7503617959643608
-1.1711599415665723,-0.8808883462132988,-0.7168668991619127,S,-0.8740465869562403,-0.06595414776589524,0.6251741690942545
-0.8994175879086692,2.7830021226648225,-0.7168668991619127,M,-0.5720734015313045,-1.7117048754636062,-1.6838241025982477
-1.080579157013938,-0.3023793248114902,-0.7168668991619127,XXS,-0.7733888584812619,-0.5444543593432033,-0.08253737548022763
-0.8088368033560348,-0.9773065164469336,0.22969196136000064,M,-0.9543232051201694,0.29292101091708556,0.9717489584126215
-0.8994175879086692,-0.39879749504512496,-0.08582765881397048,S,-0.8953216997439701,-0.3668292808031422,0.12556635592102255
0.006390257617674521,-0.5916338355123945,0.5452115815339753,XXXL,-0.3000800296441378,0.34694522835323316,0.467059403460529
1.2745212413545557,-0.10954298434422065,0.8607312017079464,XXXL,0.7458157722584193,0.5255252804338324,-0.018464725354142945
0.09697104217030889,-0.9773065164469336,-0.08582765881397048,L,0.14482404404043162,0.9131990629617438,0.9057347128281706
-0.9899983724613035,-0.7844701759796641,-0.7168668991619127,M,-0.6727311300062828,-0.053579142294068426,0.48688570636130934
0.18755182672294327,-0.3023793248114902,-0.08582765881397048,L,0.2393827480208317,0.14514888675350532,0.022308779271546855
0.006390257617674521,-0.5916338355123945,0.22969196136000064,L,-0.12888823752266812,0.34694522835323316,0.40956312504826453
-0.8088368033560348,-1.4593973676151075,0.22969196136000064,XXS,-0.9543232051201694,1.0541713475173482,1.961962642179386
0.006390257617674521,-0.8808883462132988,0.8607312017079464,M,-0.4637749155531435,0.71160869604723,0.9434571388764281
0.006390257617674521,-0.5916338355123945,0.22969196136000064,M,-0.12888823752266812,0.34694522835323316,0.40956312504826453
-0.8088368033560348,-1.5558155378487422,0.22969196136000064,S,-0.9543232051201694,1.2499214340717018,2.2165890180051258
-0.7182560188034004,-0.39879749504512496,-1.3479061395098584,S,-0.0017787947832511608,-0.2653292359231069,-0.090480265991726
-0.7182560188034004,0.08329335612304889,-0.7168668991619127,M,-0.3707579445813471,-0.6325991351600757,-0.43018515176242933
-0.7182560188034004,1.336729569160301,-0.08582765881397048,S,-0.7062042917831699,-1.2504767303469764,-1.1135245638726832
-1.1711599415665723,0.6618023775248575,-0.7168668991619127,M,-0.8740465869562403,-1.1534546286234133,-0.8331405288167996
1.0027788876966526,-0.6880520057460293,1.4917704420558922,XL,0.1264912340850478,1.0744713564933555,0.7737062216592688
0.09697104217030889,-0.39879749504512496,-0.7168668991619127,XL,0.535161611693462,0.1914209660370506,0.01754304496464858
-0.44651366514549734,-0.6880520057460293,0.22969196136000064,XXS,-0.5874632195212803,0.18127096154904707,0.5360549375552446
-0.8088368033560348,1.0474750584593966,-0.08582765881397048,M,-0.80076299576357,-1.17248588703842,-0.9715453959796545
-0.44651366514549734,-0.4952156652787597,-1.3479061395098584,XL,0.3203205260852176,-0.021094752930522785,0.012479452263568152
0.18755182672294327,-0.8808883462132988,0.8607312017079464,L,-0.290976245865777,0.8312337489415573,0.9434571388764281
-1.4429022952244754,0.6618023775248575,-1.0323865193358874,S,-1.022178941270224,-1.267642179113453,-0.8736492704254405
-0.17477131148759423,-0.8808883462132988,-0.08582765881397048,M,-0.1388520679007686,0.5919836431529026,0.7524873570071238
-0.44651366514549734,-0.6880520057460293,0.8607312017079464,M,-0.8957715897715589,0.18127096154904707,0.654880579607257
2.0897483023282653,1.1438932286930314,0.8607312017079464,XXXL,1.5234097858515676,-0.11722202757774991,-0.9116778849968168
0.45929418038084635,-0.01312481411058588,-0.4013472789879416,XL,0.7255659281544321,0.02133980975158662,-0.3021475644873242
0.18755182672294327,-0.8808883462132988,0.5452115815339753,L,-0.12208469691204114,0.8312337489415573,0.8798005449199935
0.18755182672294327,-0.2059611545778554,0.5452115815339753,L,-0.12208469691204114,0.05367090512843169,0.026802185903765922
-0.8088368033560348,0.3725478668239532,-1.0323865193358874,M,-0.2946623777373589,-0.8508112021213577,-0.6898779060545351
-0.9899983724613035,0.8546387179921271,-1.3479061395098584,M,-0.3238781156517199,-1.1633839808399387,-1.0215942397787354
-0.9899983724613035,-0.5916338355123945,0.5452115815339753,S,-1.2790543596706683,-0.24732116344439103,0.467059403460529
-0.44651366514549734,1.5295659096275704,-0.4013472789879416,XXXL,-0.24980156285433353,-1.2238343767241924,-1.2328777337473453
1.36510202590719,0.08329335612304889,1.1762508218819174,XXXL,0.638292970546843,0.38106578673395836,-0.14875599953398103
-0.17477131148759423,-0.2059611545778554,0.8607312017079464,L,-0.6365735852405091,-0.13772917950249156,0.0777274610689141
-1.2617407261192066,-1.1701428569142032,0.22969196136000064,S,-1.4128981871187807,0.22593098129626238,1.3203041750985227
-0.17477131148759423,-0.7844701759796641,-0.4013472789879416,M,0.04280868444829643,0.4661710875226625,0.548347245353729
0.09697104217030889,-0.2059611545778554,-0.4013472789879416,XXXL,0.3354189317509264,0.0058208839707006915,-0.12597363959167737
0.006390257617674521,-1.0737246866805683,0.22969196136000064,S,-0.12888823752266812,1.0014694011373297,1.1393235818193046
-0.6276752342507661,-0.39879749504512496,-1.0323865193358874,M,-0.08680050244225491,-0.21457921348308945,-0.036468610513539335
-1.1711599415665723,-0.8808883462132988,0.5452115815339753,S,-1.457049692402765,-0.06595414776589524,0.8798005449199935
1.2745212413545557,-0.6880520057460293,0.8607312017079464,XXXL,0.7458157722584193,1.2419464305454133,0.654880579607257
-0.44651366514549734,-0.39879749504512496,-0.08582765881397048,L,-0.4225281798419697,-0.11307916860305453,0.12556635592102255
-0.17477131148759423,-0.3023793248114902,0.22969196136000064,XL,-0.3123182303221132,-0.05188061213126859,0.07473185664743409
-0.6276752342507661,-0.01312481411058588,1.1762508218819174,M,-1.2077964087806499,-0.5218225925794117,-0.0612847765440575
1.636844379565093,-0.8808883462132988,-0.08582765881397048,XXXL,1.7523220117072338,1.7882341720961727,0.7524873570071238
-1.2617407261192066,-0.5916338355123945,-0.4013472789879416,M,-1.1276323047622234,-0.4093938157528343,0.2945705682237375
-0.44651366514549734,-0.6880520057460293,-0.4013472789879416,L,-0.24980156285433353,0.18127096154904707,0.4172292955032334
0.8216173185913839,-0.7844701759796641,-0.4013472789879416,L,1.1157129245579387,1.1014213684097784,0.548347245353729
0.006390257617674521,-0.7844701759796641,0.8607312017079464,M,-0.4637749155531435,0.5816711385930474,0.7941934013234089
-0.44651366514549734,-0.3023793248114902,-1.0323865193358874,XL,0.12106137285285003,-0.1996527362948492,-0.1349604528561155
0.18755182672294327,-0.6880520057460293,-0.08582765881397048,XL,0.2393827480208317,0.5720461343371815,0.476642116529239
-0.2653520960402286,-0.8808883462132988,0.22969196136000064,XL,-0.4040332267218352,0.5321711167057395,0.8161439509635583
0.45929418038084635,-0.7844701759796641,0.22969196136000064,L,0.32968674447594404,0.8704212662690086,0.6712703233385683
0.6404557494861151,-0.39879749504512496,1.1762508218819174,XL,-0.03301225829951851,0.4959211006771554,0.3416129778337711
0.006390257617674521,-0.01312481411058588,-1.0323865193358874,XL,0.6407160610906101,-0.20497785788632958,-0.39849267966463164
-0.44651366514549734,-0.01312481411058588,-0.08582765881397048,S,-0.4225281798419697,-0.43129552552424544,-0.25397500689867114
1.4556828104598245,1.240311398926666,0.22969196136000064,XXXL,1.3385517048728894,-0.410474300101557,-1.0324435375313106
-1.2617407261192066,0.3725478668239532,-1.0323865193358874,M,-0.8143170659751199,-1.0550490973067943,-0.6898779060545351
-0.6276752342507661,-1.3629791973814727,-1.0323865193358874,S,-0.08680050244225491,1.0210735067955978,1.4194977545506366
-0.35593288059286293,-0.10954298434422065,1.1762508218819174,S,-0.9560569479632649,-0.3118500898264565,0.031045958834194937
-1.1711599415665723,-0.39879749504512496,-1.3479061395098584,XXS,-0.5386109962306996,-0.5190793481231946,-0.090480265991726
-0.8994175879086692,-0.3023793248114902,-0.4013472789879416,S,-0.7374853083587168,-0.4459396099008164,-0.030114298104340388
-0.6276752342507661,-0.39879749504512496,-0.08582765881397048,M,-0.6116455878027699,-0.21457921348308945,0.12556635592102255
2.270909871433534,-0.5916338355123945,-0.4013472789879416,XXXL,2.6763009101719653,1.6975506642569251,0.2945705682237375
0.45929418038084635,0.5653842072912227,-0.08582765881397048,XL,0.5230588599620319,-0.40813743860315643,-0.6908889013073882
1.0027788876966526,1.6259840798612053,-1.0323865193358874,XXXL,1.783956375213684,-0.7615516775588337,-1.3387496370431633
-0.44651366514549734,-0.3023793248114902,-0.4013472789879416,S,-0.24980156285433353,-0.1996527362948492,-0.030114298104340388
-0.17477131148759423,-0.5916338355123945,0.8607312017079464,M,-0.6365735852405091,0.23889679348093792,0.5245556818727922
-0.8088368033560348,-0.2059611545778554,-0.7168668991619127,S,-0.4714156730563253,-0.472679327606607,-0.17689891475682554
0.18755182672294327,-0.01312481411058588,0.22969196136000064,L,0.054541755276776925,-0.11445079083116302,-0.205802449310018
0.6404557494861151,-0.10954298434422065,0.22969196136000064,XXXL,0.5131167372753882,0.19987930311038674,-0.11748609373081996
-0.8088368033560348,-0.4952156652787597,-0.4013472789879416,M,-0.6399485592578401,-0.230438595495595,0.17957801139920984
-0.9899983724613035,-0.4952156652787597,0.8607312017079464,XXS,-1.4141675988336566,-0.33511051677813114,0.4023760902467319
0.006390257617674521,-0.3023793248114902,0.22969196136000064,L,-0.12888823752266812,0.04663413731111836,0.07473185664743409
0.6404557494861151,-1.2665610271478378,-2.2944650000317752,XXXL,2.406306199224474,1.828109189727615,0.9222382742242831
1.4556828104598245,-0.39879749504512496,0.5452115815339753,XXXL,1.1238826322126338,0.9526713026373134,0.23358966687739713
-1.2617407261192066,-1.8450700485496465,0.22969196136000064,S,-1.4128981871187807,1.5024632124041697,3.150219062699504
-0.5370944496981317,0.08329335612304889,-1.0323865193358874,M,0.017130435205297095,-0.5444543593432033,-0.47709001046717125
2.904975363301974,0.6618023775248575,0.8607312017079464,XXXL,2.301003799444715,0.5593586287271776,-0.630596820773598
0.8216173185913839,1.336729569160301,0.5452115815339753,XXXL,0.5008989676502968,-0.6922264835067836,-1.0436271273714999
-0.44651366514549734,-1.1701428569142032,0.5452115815339753,M,-0.745068361474379,0.8288412478836702,1.39159956032973
1.0027788876966526,-0.4952156652787597,0.5452115815339753,XL,0.6788943003823926,0.8162806173297661,0.3466765705348515
